SkillName	SkillID	Design_Belong	Design_Effect	MaxLevel	KindType	FunctionType	UIType	BelongKungfu	BelongSchool	CastMode	WeaponRequest	IsCostAmmo	CostItemType	CostItemIndex	MountRequestType	MountRequestDetail	MountType	IsMountAble	IsPassiveSkill	IsChannelSkill	IsExpSkill	IsExactHit	IsInstinct	IsAutoTurn	CauseAbradeEquipment	CauseBeatBreak	CauseBeatBack	HasCriticalStrike	SkillEventMask1	SkillEventMask2	SkillCastFlag	UseCastScript	Use3DObstacle	CheckReachable	IgnorePositiveShield	IgnoreNegativeShield	NeedOutOfFight	SelfOnFear	SelfHorseStateRequest	TargetTypePlayer	TargetTypeNpc	TargetRelationNone	TargetRelationSelf	TargetRelationAlly	TargetRelationEnemy	TargetRelationDialog	TargetRelationNeutrality	TargetRelationParty	TargetRelationRaid	TargetHorseStateRequest	TargetOnFear	AutoSelectTarget	NPCWeaponType	CommonSkillActiveMode	IsBindCombatTag	EffectPlayType	ScriptFile	_ScriptFileHashID	EffectType	CheckBindBuff	MountRequestDetailLevel	CastMask	SelfMoveStateMask	TargetMoveStateMask	RecipeType	RecipeTagMask	MapBanMask	SkillMark	SelfBackupMoveStateMask	TargetRelationMentor	TargetRelationApprentice	KungfuMountID	HorseMask	PetTemplateID	TargetNpcSpeciesMask	SelfSprintStateRequest	SelfTerrainStateRequest	SelfFollowStateRequest	IgnoreCamp	TargetFollowStateRequest	IsCheckStealth	SelfMoveStateMask2	SelfBackupMoveStateMask2	TargetMoveStateMask2	Pos	CanReverse	CanCastOnTower	TargetRelationTeamGroup	TargetJumpCountMask	UseEarlyWarningScript	TargetFollowTypeRequest	IgnoreSilence	LongRange	AOE	AbradeEquipRate	UseSkillCoefficient	RangePutOpti	IgnoreSelectCheck	BelongDynamicGroupID	PlatformType	SkillCoefficient	DotCoefficient	IgnorePet	SurplusCoefficient	NeedCheckSkillSlot	IsFrost	IgnoreRangeBlock	MazeCast	SkillEventMask3
回春妙手	52	测试技能	直接伤害技能	2	None	Heal	1	10095	0	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	513	0	0	0	0	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	0	0	0	Melee	0	None	江湖\混元气_回春妙手.lua		Beneficial				2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				0	63	63	63			0				Any					1													
骑乘	53	测试技能	直接伤害技能	1	None	Damage	1	10005	0	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0		0	1	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0		0	None	江湖\骑乘.lua		Neutral				71327886	71327886			1		0	0	0	0	0	0		Any	Any				0	4	4	4			0				Any					1													
下马	54	测试技能	直接伤害技能	1	None	Normal	1	10005	0	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0		0	0	0	0	1	1	0	0	Any	1	0	0	1	0	0	0	0	0	0	Any	1	0	0		0	None	江湖/下马.lua		Neutral				2214617342	2214617342					0	0	0	0	0	0		Any	Any	Any			0	63	63	63			0				Any					1													
驱散换模BUFF	55	测试技能	直接伤害技能	1	None	Damage	1	10013	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0		0	0	0	0	1	1	0	0	NotHoldHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0		0	AniAndSfx	npc\洛道驱散换模BUFF.lua		Harmful				2214609278	2621341694					0	0	0	0	0	0		NotInSprint	Any				0	63	63	63			0				Any					1													
任务AOE技能	56	测试技能	直接伤害技能	1	None	Damage	1	10013	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0		0	0	1	0	1	1	0	0	NotHoldHorse	0	0	0	0	0	1	0	0	0	0	Any	1	0	0		0	AniAndSfx	npc\任务AOE技能.lua		Harmful				2214742014	2621341694					0	0	0	0	0	0		NotInSprint	Any				0	63	63	63			0				Any			1		1													
任务AOE释放	57	测试技能	直接伤害技能	1	None	Damage	1	10013	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0		0	0	1	0	1	1	0	0	NotHoldHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0		0	AniAndSfx	npc\任务AOE释放.lua		Harmful				2214609278	2621341694					0	0	0	0	0	0		NotInSprint	Any				0	63	63	63			0				Any					1													
猛虎下山	58	测试技能	直接伤害技能	1	None	Normal	1	10095	0	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	8705	0	0	0	1	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	0	0	0	Invalid	0	None	江湖\混元气_猛虎下山.lua		Beneficial				2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				0	63	63	63			0				Any					1													
NPC远程普通攻击	59	NPC技能	直接伤害技能	1	Physics	Damage	0	10085	12	TargetSingle	4	0	Invalid	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	131083		0	0	0	0	1	0	0	0	NotHoldHorse	1	1	1	0	0	1	0	0	0	0	Any	1	0	2		1	AniAndSfx	npc\NPC_DistanceAttack.lua		Harmful				1140899854	3695116286					0	0	0	0	0	0		NotInSprint	Any				1	60	60	63			0				Any					1													
任脉·会阴	60	测试技能	直接伤害技能	5	None	Normal	1	10066	0	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	NotHoldHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_增加全属性.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				0	63	63	63			0				Any					1													
恐惧	61	测试技能	直接伤害技能	1	None	Damage	1	10005	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		0	0	1	1	1	0	0	0	NotHorse	1	1	1	0	0	1	0	0	0	0	Any	1	0	0		0	AniAndSfx	test/fear.lua		Harmful				16386	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	60	60	63			0				Any					1													
任脉·曲骨(废弃)	62	测试技能	直接伤害技能	5	None	Normal	1	10125	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9217	0	0	1	0	0	0	1	0	0	NotHorse	1	0	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	SfxOnly	经脉\基础系\基础系_双倍经验BUFF.lua		Beneficial	0			16770	3695116286			0		0	0	0	0	0	0		NotInSprint	Any				1	60	60	63			0				Any					1													
任脉·中极(废弃)	63	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_增加治疗目标防御.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·关元	64	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_降低伤害产生威胁.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·石门	65	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_增加技能附带基本威胁.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·阴交	66	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_降低治疗产生威胁.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·神阙(废弃)	67	测试技能	直接伤害技能	5	None	Normal	1	10066	0	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1025	0	0	1	1	0	1	1	0	0	NotHoldHorse	1	0	0	1	0	0	0	0	0	0	Any	0	0	0	Invalid	1	SfxOnly	经脉\基础系\基础系_清治疗技能CD.lua		Neutral	0		64	2214609150	2483044606			2		0	0	0	0	0	0		NotInSprint	Any				0	63	63	63			0				Any					1													
任脉·水分	68	测试技能	直接伤害技能	5	None	Normal	1	10066	0	CasterSingle	0	0	Invalid	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	33793	0	0	1	0	0	0	1	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	SfxOnly	经脉\基础系\基础系_增加治疗能力.lua		Beneficial	0			256	268435712			2		0	0	0	0	0	0		NotInSprint	Any				0	60	60	60			0				Any					1													
任脉·下脘(废弃)	69	测试技能	直接伤害技能	5	None	Normal	1	10125	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	32769	0	0	1	1	0	0	1	0	0	NotHoldHorse	1	0	0	0	1	0	1	1	1	0	Any	1	0	0	Invalid	1	SfxOnly	经脉\基础系\基础系_回满内力剑气.lua		Beneficial	0			2214609150	3695116286			0		0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·建里	70	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_减内力消耗.lua		Neutral	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·中脘(废弃)	71	测试技能	直接伤害技能	5	None	Normal	1	10125	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	32769	0	0	1	1	0	0	1	0	0	NotHoldHorse	1	0	0	0	1	0	1	1	1	0	Any	1	0	0	Invalid	1	SfxOnly	经脉\基础系\基础系_回满血.lua		Beneficial	0			2214609150	3695116286			0		0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·上脘(废弃)	72	测试技能	直接伤害技能	5	None	Normal	1	10125	0	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1025	0	0	1	1	0	1	1	0	0	NotHoldHorse	1	0	0	1	0	0	0	0	0	0	Any	0	0	0	Invalid	1	SfxOnly	经脉\基础系\基础系_传功准备.lua		Neutral	0		64	256	268435712			2		256	0	0	0	0	0		NotInSprint	Any				0	60	60	60			0				Any					1													
任脉·巨阙(废弃)	73	测试技能	直接伤害技能	5	None	Normal	1	10125	0	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8705	0	0	1	0	0	0	1	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_清所有门派CD.lua		Beneficial	0			2214609150	2483044606					0	0	0	0	0	0		NotInSprint	Any				0	63	63	63			0				Any					1													
任脉·鸠尾(废弃)	74	测试技能	直接伤害技能	5	None	Normal	1	10125	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	32769	0	0	1	1	0	0	1	0	0	NotHoldHorse	1	0	0	0	1	0	1	1	1	0	Any	1	0	0	Invalid	1	SfxOnly	经脉\基础系\基础系_传功增加内力最大值.lua		Beneficial	0			256	268435712			0		0	0	0	0	0	0		NotInSprint	Any				1	60	60	60			0				Any					1													
任脉·中庭	75	测试技能	直接伤害技能	3	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	0	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_增加治疗目标Hot.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·膻中(废弃)	76	测试技能	直接伤害技能	5	None	Normal	1	10125	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	32769	0	0	1	1	0	0	1	0	0	NotHoldHorse	1	0	0	0	1	0	1	1	1	0	Any	1	0	0	Invalid	1	SfxOnly	经脉\基础系\基础系_传功增加生命最大值.lua		Beneficial	0			256	268435712			0		0	0	0	0	0	0		NotInSprint	Any				1	60	60	60			0				Any					1													
任脉·玉堂	77	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_增加水下呼吸的时间.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·紫宫	78	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_增加抗摔伤系数.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·华盖	79	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_增加根骨.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·璇玑	80	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_增加力量.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
获得传送轻功	81	测试技能	直接伤害技能	1	Leap	Normal	1	10082	0	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_传送轻功.lua		Neutral	0			16642	16642			72		0	0	0	0	0	0		NotInSprint	Any				0	4	4	60			0				Any					1													
任脉·天突	82	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_增加精神.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·廉泉	83	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_增加敏捷.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·兑端	84	测试技能	直接伤害技能	2	None	Damage	1	10066	0	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	33793	0	0	0	1	0	0	1	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_减少传送CD.lua		Beneficial	0			2214609150	2483044606					0	0	0	0	0	0		NotInSprint	Any				0	63	63	63			0				Any					1													
任脉·承浆	85	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_增加体质.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·水沟	86	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_减少草上飞CD.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·素髎	87	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_减少左翻技能的CD.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·神庭	88	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_减少右翻技能的CD.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·上星	89	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_减少后翻技能的CD.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
任脉·前顶	90	测试技能	直接伤害技能	5	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_减少前冲技能的CD.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
督脉·长强	91	测试技能	直接伤害技能	5	None	Damage	1	10074	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\辅助系\辅助系_加快气力值回复速度.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
督脉·腰俞	92	测试技能	直接伤害技能	5	None	Damage	1	10074	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\辅助系\辅助系_增加精准.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
督脉·命门	93	测试技能	直接伤害技能	5	None	Damage	1	10074	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\辅助系\辅助系_增加内功抗性.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
督脉·悬枢	94	测试技能	直接伤害技能	5	None	Damage	1	10074	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\辅助系\辅助系_增加治疗能力.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
督脉·脊中	95	测试技能	直接伤害技能	5	None	Damage	1	10074	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\辅助系\辅助系_增加闪避值.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
督脉·中枢	96	测试技能	直接伤害技能	3	None	Damage	1	10074	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\辅助系\辅助系_增加抗击飞率.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
督脉·筋缩	97	测试技能	直接伤害技能	3	None	Damage	1	10074	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\辅助系\辅助系_增加抗击退率.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
督脉·至阳	98	测试技能	直接伤害技能	5	None	Damage	1	10074	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\辅助系\辅助系_减少OT被打退的概率.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
督脉·灵台	99	测试技能	直接伤害技能	5	None	Damage	1	10074	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\辅助系\辅助系_增加招架值.lua		Harmful	0			2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
星楼月影	100	万花技能	直接伤害技能	1	NeutralMagic	Normal	1	10018	2	CasterSingle	6	0	Invalid	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	8704	524288	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0		1	SfxOnly	万花\万花_养心决_星楼月影.lua		Beneficial				2621209342	2621209342					0	0	0	0	0	0		NotInSprint	Any				0	63	63	63			0				Any					1				1									
握针	101	万花技能	直接伤害技能	29	NeutralMagic	Normal	1	10019	2	TargetSingle	6	0	Invalid	0	2	10028	0	0	0	0	1	1	0	0	0	0	0	1	8401425	524288	0	1	1	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0		1	SfxOnly	万花\万花_太素九针_握针.lua		Beneficial			0	2214609150	2621341694	101				0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1				1								1	
万花治疗阵法BUFF	102	测试技能	直接伤害技能	1	None	Normal	3	10036	2	PartyArea	0	0	Invalid	0	2	10028	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	NotHoldHorse	1	0	0	1	0	0	0	0	1	0	Any	1	0	0	Invalid	0	None	阵法\万花治疗阵法BUFF.lua		Neutral	0	0	0	2352906238	2621341694	0				0	0	0	0	0	0		NotInSprint	Any				0	63	63	63			0				Any			1		1				1									
定身	103	测试技能	直接伤害技能	1	None	Halt	1	10025	11	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	test\移动状态测试技能.lua		Harmful	0	0	0	2352906238	2621341694	0		0		0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
冰环_不能移动	104	测试技能	直接伤害技能	1	None	Charm	1	10025	11	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	test\移动状态测试技能.lua		Harmful	0	0	0	2352906238	2621341694	0		0		0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1													
万花治疗阵法第四重	105	测试技能	直接伤害技能	1	None	Normal	3	10036	2	TargetLeader	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	NotHoldHorse	1	0	0	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	阵法\万花治疗阵法第四重.lua		Neutral	0	0	0	2889842686	2621341694	0				0	0	0	0	0	0		NotInSprint	Any				0	63	63	63			0				Any			1		1				1									
落星惊鸿阵描述技能	106	测试技能	直接伤害技能	7	None	Normal	3	10036	2	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0				0	0	0	0	0	0		NotInSprint	Any				1	63	63	63			0				Any					1				1									
道具CD专用	107	道具技能	直接伤害技能	8	None	Damage	1	10006	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0		0	0	0	0	0	0	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0		0	None	item/item_CoolDown.lua		Neutral				1140899854	2621341694					0	0	0	0	0	0		NotInSprint	Any				0	60	60	63			0				Any					1													
