ID	Name	UiID	RepresentDec	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	EquipCoolDownID	RecommendID	MaxStrengthLevel	CanApart	MapBanUseItemMask	IgnoreBindMask	CanExterior	BelongForceMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	BelongMap	_IsSpecialMagicType	RepairPriceRebate	AucMountRecommendMask	BelongSchoolMask
174	青铜笛·钩镰	24752	　	709	0			0	0	10	8	81	2	218	43		0	1		0		2	atMeleeWeaponDamageBase	9	9	atMeleeWeaponDamageRand	6	6	atMeleeWeaponAttackSpeedBase	16	16										5	23											263	9	207	12148	2325	0	0	0	0	0	0	0							——	内功	基础	商店								1	8	7												17	31043	0	0	0	0	735	16	1	0		0	6	67108863		0	0							1		0	1	1024	8388607
175	木柄笛	24753	　	713	0			0	0	10	1	60	1	139	38		0	1		0		1	atMeleeWeaponDamageBase	5	5	atMeleeWeaponDamageRand	3	3	atMeleeWeaponAttackSpeedBase	16	16										5	16											48	106157	0	0	0	0	0	0	0	0	0	0							——	——	——	商店								1	8	7												0	0	0	0	0	0	735	16	0	0		0	6	67108863		0	0							1		0	1	1024	8388607
176	铁剑	24754	　	601	0			0	0	9	4	90	1	191	27		0	1		0		1	atMeleeWeaponDamageBase	15	15	atMeleeWeaponDamageRand	10	10	atMeleeWeaponAttackSpeedBase	32	32										5	26											60	106152	0	0	0	0	0	0	0	0	0	0							——	——	——	商店								1	7	7												0	0	0	0	0	0	735	29	0	0		0	5	67108863		0	0							1		0	1	32768	8388607
177	弹弓	10102	　	0	0			0	1	6	0	2000	3	1220	692		0	1		0		1	atRangeWeaponDamageBase	159	159	atRangeWeaponDamageRand	106	106	atRangeWeaponAttackSpeedBase	24	24										5	1											3964	184	245	231	320	0	0	0	0	0	0	0							通用	通用	基础	任务道具			弹弓					2	1	7												0	0	0	0	0	0	735	1	0	0		0	0	67108863		0	1			0				1	新手村		1		
178	软木弹弓	10103	　	0	0			0	1	6	0	15	1	49	40		0	1		0		1	atRangeWeaponDamageBase	1	1	atRangeWeaponDamageRand	1	1	atRangeWeaponAttackSpeedBase	24	24										0	0											478	106165	0	0	0	0	0	0	0	0	0	0							——	——	——	商店					1			2	1	7												0	0	0	0	0	0	735	1	0	0		0	0	67108863		0	0							1			1	562949953421311	8388607
179	硬木弹弓	10104	　	0	0			0	1	6	0	24	1	58	40		0	1		0		1	atRangeWeaponDamageBase	2	2	atRangeWeaponDamageRand	1	1	atRangeWeaponAttackSpeedBase	24	24										5	4											482	106165	0	0	0	0	0	0	0	0	0	0							——	——	——	商店					1			2	1	7												0	0	0	0	0	0	735	1	0	0		0	0	67108863		0	0							1			1	562949953421311	8388607
180	布制小囊	10105	　	0	0			0	1	6	0	36	3	88	40		0	1		0		2	atRangeWeaponDamageBase	4	4	atRangeWeaponDamageRand	3	3	atRangeWeaponAttackSpeedBase	24	24										0	0											11	106165	0	0	0	0	0	0	0	0	0	0							——	通用	基础	任务			暗器袋、暗器囊	布				2	1	7												17	31043	0	0	0	0	735	1	1	0		0	0	67108863		0	0							1			1		8388607
181	铁弹弓	10106	　	0	0			0	1	6	0	51	1	87	40		0	1		0		1	atRangeWeaponDamageBase	5	5	atRangeWeaponDamageRand	3	3	atRangeWeaponAttackSpeedBase	24	24										5	13											11	106165	0	0	0	0	0	0	0	0	0	0							——	——	——	商店					1			2	1	7												0	0	0	0	0	0	735	1	0	0		0	0	67108863		0	0							1			1	562949953421311	8388607
182	修罗暗雨	10107	　	0	0			0	1	6	1	54	3	113	40		0	1		0		2	atRangeWeaponDamageBase	7	7	atRangeWeaponDamageRand	4	4	atRangeWeaponAttackSpeedBase	24	24										0	0											118	481	15028	7484	2251	0	0	0	0	0	0	0							通用	元气	基础	任务								2	1	7												17	9072	0	0	0	0	735	7	1	0		0	0	35974		0	0							1			1		2229784
183	玉蜂	10108	　	0	0			0	1	6	1	54	3	113	40		0	1		0		2	atRangeWeaponDamageBase	7	7	atRangeWeaponDamageRand	4	4	atRangeWeaponAttackSpeedBase	24	24										0	0											118	481	15028	7484	2251	0	0	0	0	0	0	0							通用	元气	基础	任务								2	1	7												17	9072	0	0	0	0	735	7	1	0		0	0	35974		0	0							1			1		2229784
184	烁金囊	10109	　	0	0			0	1	6	1	54	3	113	40		0	1		0		2	atRangeWeaponDamageBase	7	7	atRangeWeaponDamageRand	4	4	atRangeWeaponAttackSpeedBase	24	24										0	0											118	479	15028	7484	2251	0	0	0	0	0	0	0							通用	根骨	基础	任务			暗器袋、暗器囊	金				2	1	7												17	9072	0	0	0	0	735	6	1	0		0	0	4198512		0	0							1			1		4464932
185	蟠龙盒	10110	　	0	0			0	1	6	1	54	3	113	40		0	1		0		2	atRangeWeaponDamageBase	7	7	atRangeWeaponDamageRand	4	4	atRangeWeaponAttackSpeedBase	24	24										0	0											118	480	1692	2500	2251	0	0	0	0	0	0	0							通用	力道	基础	任务								2	1	7												17	4979	0	0	0	0	735	4	1	0		0	0	8397448		0	0							1			1		543234
186	秋雨针囊	10111	　	0	0			0	1	6	1	54	3	113	40		0	1		0		2	atRangeWeaponDamageBase	7	7	atRangeWeaponDamageRand	4	4	atRangeWeaponAttackSpeedBase	24	24										0	0											118	479	15028	7484	2251	0	0	0	0	0	0	0							通用	根骨	基础	任务			暗器袋、暗器囊					2	1	7												17	9072	0	0	0	0	735	6	1	0		0	0	4198512		0	0							1			1		4464932
187	红铜弹弓	10112	　	0	0			0	1	6	1	60	1	97	40		0	1		0		1	atRangeWeaponDamageBase	6	6	atRangeWeaponDamageRand	4	4	atRangeWeaponAttackSpeedBase	24	24										5	16											14	106165	0	0	0	0	0	0	0	0	0	0							——	——	——	商店					1			2	1	7												0	0	0	0	0	0	735	1	0	0		0	0	67108863		0	0							1			1	562949953421311	8388607
188	罗霄	10113	　	0	0			0	1	6	2	69	3	135	40		0	1		0		2	atRangeWeaponDamageBase	9	9	atRangeWeaponDamageRand	6	6	atRangeWeaponAttackSpeedBase	24	24										0	0											97	481	15029	10039	2252	0	0	0	0	0	0	0							通用	元气	基础	任务								2	1	7												17	9072	0	0	0	0	735	7	1	0		0	0	35974		0	0							1			1		2229784
189	聚星	10114	　	0	0			0	1	6	2	69	3	135	40		0	1		0		2	atRangeWeaponDamageBase	9	9	atRangeWeaponDamageRand	6	6	atRangeWeaponAttackSpeedBase	24	24										0	0											97	481	15029	10039	2252	0	0	0	0	0	0	0							通用	元气	基础	任务								2	1	7												17	9072	0	0	0	0	735	7	1	0		0	0	35974		0	0							1			1		2229784
190	五灵囊	10115	　	0	0			0	1	6	2	69	3	135	40		0	1		0		2	atRangeWeaponDamageBase	9	9	atRangeWeaponDamageRand	6	6	atRangeWeaponAttackSpeedBase	24	24										0	0											97	465	1692	2725	2252	0	0	0	0	0	0	0							通用	身法	基础	任务								2	1	7												17	4979	0	0	0	0	735	5	1	0		0	0	52445456		0	0							1			1		1151172
191	武威匣	10116	　	0	0			0	1	6	2	69	3	135	40		0	1		0		2	atRangeWeaponDamageBase	9	9	atRangeWeaponDamageRand	6	6	atRangeWeaponAttackSpeedBase	24	24										0	0											97	480	1692	2725	2252	0	0	0	0	0	0	0							通用	力道	基础	任务								2	1	7												17	4979	0	0	0	0	735	4	1	0		0	0	8397448		0	0							1			1		543234
192	鳄鱼皮囊	10117	　	0	0			0	1	6	2	69	3	135	40		0	1		0		2	atRangeWeaponDamageBase	9	9	atRangeWeaponDamageRand	6	6	atRangeWeaponAttackSpeedBase	24	24										0	0											97	479	15029	10039	2252	0	0	0	0	0	0	0							通用	根骨	基础	任务								2	1	7												17	9072	0	0	0	0	735	6	1	0		0	0	4198512		0	0							1			1		4464932
193	软皮飞刀袋	10118	　	0	0			0	1	6	1	75	1	115	42		0	1		0		1	atRangeWeaponDamageBase	8	8	atRangeWeaponDamageRand	5	5	atRangeWeaponAttackSpeedBase	24	24										5	21											18	106151	0	0	0	0	0	0	0	0	0	0							——	——	——	商店					1			2	1	7												0	0	0	0	0	0	735	1	0	0		0	0	67108863		0	0							1			1	562949953421311	8388607
194	皮制小囊	10119	　	0	0			0	1	6	2	87	3	162	48		0	1		0		2	atRangeWeaponDamageBase	11	11	atRangeWeaponDamageRand	7	7	atRangeWeaponAttackSpeedBase	24	24										0	0											48	106157	0	0	0	0	0	0	0	0	0	0							——	通用	基础	任务			暗器袋、暗器囊	皮				2	1	7												17	31043	0	0	0	0	735	1	1	0		0	0	67108863		0	0							1			1		8388607
195	飞刀袋·菊残	10120	　	0	0			0	1	6	3	91	2	168	50		0	1		0		2	atRangeWeaponDamageBase	12	12	atRangeWeaponDamageRand	8	8	atRangeWeaponAttackSpeedBase	24	24										5	26											111	4	1338	9615	2346	0	0	0	0	0	0	0							通用	力道	基础	掉落			飞刀					2	1	7												17	4979	0	0	0	0	735	4	1	0		0	0	67108863		0	0							1			1	545333264	8388607
196	穿花柳叶袋	10121	　	0	0			0	1	6	2	61	2	148	40		0	1		0		3	atRangeWeaponDamageBase	9	9	atRangeWeaponDamageRand	6	6	atRangeWeaponAttackSpeedBase	24	24										5	20											97	10	1338	2725	2252	0	0	0	0	0	0	0							通用	身法	基础	掉落			暗器袋、暗器囊					2	1	7												17	4979	0	0	0	0	735	5	1	0		0	0	67108863		0	0							1			1	1124647040	8388607
197	天机袖箭	10122	　	0	0			0	1	6	2	61	2	148	40		0	1		0		3	atRangeWeaponDamageBase	9	9	atRangeWeaponDamageRand	6	6	atRangeWeaponAttackSpeedBase	24	24										5	20											97	5	1342	10039	2252	0	0	0	0	0	0	0							通用	元气	基础	掉落			小箭					2	1	7												17	9072	0	0	0	0	735	7	1	0		0	0	67108863		0	0							1			1	2214727685	8388607
198	硬皮飞刀袋	10123	　	0	0			0	1	6	2	90	1	133	49		0	1		0		1	atRangeWeaponDamageBase	9	9	atRangeWeaponDamageRand	6	6	atRangeWeaponAttackSpeedBase	24	24										5	26											31	106151	0	0	0	0	0	0	0	0	0	0							——	——	——	商店								2	1	7												0	0	0	0	0	0	735	1	0	0		0	0	67108863		0	0							1			1	562949953421311	8388607
199	飞刀袋·菊残	10124	　	0	0			0	1	6	4	101	2	184	54		0	1		0		2	atRangeWeaponDamageBase	13	13	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	28											46	106157	0	0	0	0	0	0	0	0	0	0							——	通用	基础	掉落			飞刀					2	1	7												17	31043	0	0	0	0	735	1	1	0		0	0	67108863		0	0							1			1	562949953421311	8388607
200	鹿皮暗器囊·千红	10125	　	0	0			0	1	6	4	111	2	201	59		0	1		0		2	atRangeWeaponDamageBase	14	14	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										5	30											178	5	605	12044	2273	0	0	0	0	0	0	0							通用	元气	基础	掉落			暗器袋、暗器囊	皮				2	1	7												17	9072	0	0	0	0	735	7	1	0		0	0	67108863		0	0							1			1	2214727685	8388607
201	飞刀袋·菊残	10126	　	0	0			0	1	6	5	121	2	218	63		0	1		0		2	atRangeWeaponDamageBase	16	16	atRangeWeaponDamageRand	10	10	atRangeWeaponAttackSpeedBase	24	24										5	32											120	8	614	9597	2276	0	0	0	0	0	0	0							通用	力道	伤害	掉落			飞刀					2	1	7												17	729	0	0	0	0	735	4	1	0		0	0	67108863		0	0							1			1	545333264	8388607
202	尸皮囊	10127	　	0	0			0	1	6	3	108	3	196	57		0	1		0		2	atRangeWeaponDamageBase	14	14	atRangeWeaponDamageRand	9	9	atRangeWeaponAttackSpeedBase	24	24										0	0											77	106157	0	0	0	0	0	0	0	0	0	0							——	通用	基础	任务			暗器袋、暗器囊	皮				2	1	7												17	31043	0	0	0	0	735	1	1	0		0	0	67108863		0	0							1			1		8388607
203	鹿皮暗器囊·千红	10128	　	0	0			0	1	6	5	131	2	235	68		0	1		0		2	atRangeWeaponDamageBase	17	17	atRangeWeaponDamageRand	11	11	atRangeWeaponAttackSpeedBase	24	24										5	34											205	2	615	12047	2472	0	0	0	0	0	0	0							通用	根骨	伤害	掉落			暗器袋、暗器囊	皮				2	1	7												17	144	0	0	0	0	735	6	1	0		0	0	67108863		0	0							1			1	4431283520	8388607
204	鹿皮暗器囊·千红	10129	　	0	0			0	1	6	5	141	2	253	72		0	1		0		2	atRangeWeaponDamageBase	18	18	atRangeWeaponDamageRand	12	12	atRangeWeaponAttackSpeedBase	24	24										5	36											260	2	615	12149	2319	0	0	0	0	0	0	0							通用	根骨	基础	掉落			暗器袋、暗器囊	皮				2	1	7												17	9072	0	0	0	0	735	6	1	0		0	0	67108863		0	0							1			1	4431283520	8388607
205	穿云洞弓	10130	　	0	0			0	1	6	6	111	2	241	59		0	1		0		3	atRangeWeaponDamageBase	17	17	atRangeWeaponDamageRand	11	11	atRangeWeaponAttackSpeedBase	24	24										5	30											177	15	614	9598	2472	0	0	0	0	0	0	0							通用	力道	基础	掉落								2	1	7												17	4979	0	0	0	0	735	4	1	0		0	0	67108863		0	0							1			1	545333264	8388607
206	红幸锈袋	10131	　	0	0			0	1	6	6	111	2	241	59		0	1		0		3	atRangeWeaponDamageBase	17	17	atRangeWeaponDamageRand	11	11	atRangeWeaponAttackSpeedBase	24	24										5	30											177	16	615	12046	2472	0	0	0	0	0	0	0							通用	元气	基础	掉落			暗器袋、暗器囊					2	1	7												17	9072	0	0	0	0	735	7	1	0		0	0	67108863		0	0							1			1	2214727685	8388607
207	青峰袖箭	10132	　	0	0			0	1	6	7	111	2	281	59		0	1		0		4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	30											232	43	162	9612	2319	0	0	0	0	0	0	0							通用	身法	伤害	掉落			小箭					2	1	7												17	433	0	0	0	0	735	5	2	0		0	0	67108863		0	0							1			1	1124647040	8388607
208	凌铃	10133	　	0	0			0	1	6	7	111	2	281	59		0	1		0		4	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	30											232	23	647	12149	2319	0	0	0	0	0	0	0							通用	根骨	伤害	掉落			暗器袋、暗器囊					2	1	7												17	144	0	0	0	0	735	6	2	0		0	0	67108863		0	0							1			1	4431283520	8388607
209	百暗囊	10134	　	0	0			0	1	6	1687	6800	3	3360	716		0	1		0		4	atRangeWeaponDamageBase	1265	1265	atRangeWeaponDamageRand	843	843	atRangeWeaponAttackSpeedBase	24	24										5	100											74600	106178	0	0	0	0	0	0	0	0	0	0							——	通用	基础	历程副本			暗器袋、暗器囊					2	1	7												17	31043	0	0	0	0	735	1	6	1		4	0	67108863		0	1			0				1	少林32级		1		8388607
210	软革飞镖袋	10135	　	0	0			0	1	6	3	120	1	173	63		0	1		0		1	atRangeWeaponDamageBase	12	12	atRangeWeaponDamageRand	8	8	atRangeWeaponAttackSpeedBase	24	24										5	36											48	106157	0	0	0	0	0	0	0	0	0	0							——	——	——	商店					1			2	1	7												0	0	0	0	0	0	735	1	0	0		0	0	67108863		0	0							1			1	562949953421311	8388607
211	无悔	10136	　	0	0			0	1	6	6	123	3	265	64		0	1		0		3	atRangeWeaponDamageBase	19	19	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										0	0											79	106152	0	0	0	0	0	0	0	0	0	0							——	通用	基础	任务								2	1	7												17	31043	0	0	0	0	735	1	1	0		0	0	67108863		0	0							1			1		8388607
212	革制暗器囊·金笼	10137	　	0	0			0	1	6	6	151	2	271	77		0	1		0		2	atRangeWeaponDamageBase	20	20	atRangeWeaponDamageRand	13	13	atRangeWeaponAttackSpeedBase	24	24										5	38											315	8	585	9582	2283	0	0	0	0	0	0	0							通用	力道	基础	掉落			暗器袋、暗器囊	金				2	1	7												17	4979	0	0	0	0	735	4	1	0		0	0	67108863		0	0							1			1	545333264	8388607
213	痕酒囊	10138	　	0	0			0	1	6	1687	6800	3	3360	716		0	1		0		4	atRangeWeaponDamageBase	1265	1265	atRangeWeaponDamageRand	843	843	atRangeWeaponAttackSpeedBase	24	24										5	100											89078	11716	12971	79600	39826	0	0	0	0	0	0	0							通用	身法	基础	历程副本			暗器袋、暗器囊					2	1	7												17	4979	0	0	0	0	735	5	6	1		4	0	52445456		0	1			0				1	七秀40级		1		1151172
214	革制暗器囊·金笼	10139	　	0	0			0	1	6	6	161	2	289	81		0	1		0		2	atRangeWeaponDamageBase	21	21	atRangeWeaponDamageRand	14	14	atRangeWeaponAttackSpeedBase	24	24										5	40											138	106152	0	0	0	0	0	0	0	0	0	0							——	通用	基础	掉落			暗器袋、暗器囊	金				2	1	7												17	31043	0	0	0	0	735	1	1	0		0	0	67108863		0	0							1			1	562949953421311	8388607
215	革制暗器囊·金笼	10140	　	0	0			0	1	6	7	173	2	312	87		0	1		0		2	atRangeWeaponDamageBase	22	22	atRangeWeaponDamageRand	15	15	atRangeWeaponAttackSpeedBase	24	24										5	42											402	32	642	7523	2296	0	0	0	0	0	0	0							通用	身法	伤害	掉落			暗器袋、暗器囊	金				2	1	7												17	433	0	0	0	0	735	5	1	0		0	0	67108863		0	0							1			1	1124647040	8388607
216	无声	10141	　	0	0			0	1	6	7	135	3	290	70		0	1		0		3	atRangeWeaponDamageBase	21	21	atRangeWeaponDamageRand	14	14	atRangeWeaponAttackSpeedBase	24	24										0	0											259	32	585	7585	2286	0	0	0	0	0	0	0							通用	身法	基础	任务								2	1	7												17	4979	0	0	0	0	735	5	1	0		0	0	52445456		0	0							1			1		1151172
217	革制暗器囊·荷落	10142	　	0	0			0	1	6	7	185	2	336	92		0	1		0		2	atRangeWeaponDamageBase	24	24	atRangeWeaponDamageRand	16	16	atRangeWeaponAttackSpeedBase	24	24										5	44											425	16	647	12041	2308	0	0	0	0	0	0	0							通用	元气	伤害	掉落			暗器袋、暗器囊					2	1	7												17	291	0	0	0	0	735	7	1	0		0	0	67108863		0	0							1			1	2214727685	8388607
218	龙吟	10143	　	0	0			0	1	6	7	147	3	316	75		0	1		0		3	atRangeWeaponDamageBase	23	23	atRangeWeaponDamageRand	15	15	atRangeWeaponAttackSpeedBase	24	24										0	0											258	22	628	12307	2325	0	0	0	0	0	0	0							通用	内功	基础	任务								2	1	7												17	9072	0	0	0	0	735	7	1	0		0	0	35974		0	0							1			1		2229784
219	镶银暗器囊·阳花	10144	　	0	0			0	1	6	8	197	2	360	98		0	1		0		2	atRangeWeaponDamageBase	26	26	atRangeWeaponDamageRand	17	17	atRangeWeaponAttackSpeedBase	24	24										5	46											111	106153	0	0	0	0	0	0	0	0	0	0							——	通用	基础	掉落			暗器袋、暗器囊	银				2	1	7												17	31043	0	0	0	0	735	1	1	0		0	0	67108863		0	0							1			1	562949953421311	8388607
220	硬革飞镖袋	10145	　	0	0			0	1	6	3	150	1	215	76		0	1		0		1	atRangeWeaponDamageBase	16	16	atRangeWeaponDamageRand	10	10	atRangeWeaponAttackSpeedBase	24	24										5	46											46	106157	0	0	0	0	0	0	0	0	0	0							——	——	——	商店								2	1	7												0	0	0	0	0	0	735	1	0	0		0	0	67108863		0	0							1			1	562949953421311	8388607
221	无影匣	10146	　	0	0			0	1	6	17	156	3	336	79		0	1		0		3	atRangeWeaponDamageBase	24	24	atRangeWeaponDamageRand	16	16	atRangeWeaponAttackSpeedBase	24	24										5	37											104	106153	0	0	0	0	0	0	0	0	0	0							——	通用	基础	副本								2	1	7												17	31043	0	0	0	0	735	1	1	1		4	0	67108863		0	0							1			1		8388607
222	暗之魇	10147	　	0	0			0	1	6	10	183	3	398	92		0	1		0		3	atRangeWeaponDamageBase	29	29	atRangeWeaponDamageRand	19	19	atRangeWeaponAttackSpeedBase	24	24										0	0											130	106153	0	0	0	0	0	0	0	0	0	0							通用	通用	基础	任务								2	1	7												17	31043	0	0	0	0	735	1	1	0		0	0	67108863		0	0							1			1		8388607
223	镶银暗器囊·阳花	10148	　	0	0			0	1	6	9	209	2	385	103		0	1		0		2	atRangeWeaponDamageBase	27	27	atRangeWeaponDamageRand	18	18	atRangeWeaponAttackSpeedBase	24	24										5	48											226	15	632	7528	2312	0	0	0	0	0	0	0							通用	力道	基础	掉落			暗器袋、暗器囊	银				2	1	7												17	4979	0	0	0	0	735	4	1	0		0	0	67108863		0	1							1			1	545333264	8388607
224	镶银暗器囊·逢春	10149	　	0	0			0	1	6	9	221	2	410	109		0	1		0		2	atRangeWeaponDamageBase	29	29	atRangeWeaponDamageRand	19	19	atRangeWeaponAttackSpeedBase	24	24										5	50											441	23	570	14176	2315	0	0	0	0	0	0	0							通用	根骨	基础	掉落			暗器袋、暗器囊	银				2	1	7												17	9072	0	0	0	0	735	6	1	0		0	0	67108863		0	1							1			1	4431283520	8388607
225	云锦踏弩	10150	　	0	0			0	1	6	11	191	2	417	95		0	1		0		3	atRangeWeaponDamageBase	30	30	atRangeWeaponDamageRand	20	20	atRangeWeaponAttackSpeedBase	24	24										5	45											530	58	632	7529	2315	0	0	0	0	0	0	0							通用	身法	基础	掉落			手弩					2	1	7												17	4979	0	0	0	0	735	5	1	1		0	0	67108863		0	0							1			1	1124647040	8388607
226	水柔囊	10151	　	0	0			0	1	6	11	191	2	417	95		0	1		0		3	atRangeWeaponDamageBase	30	30	atRangeWeaponDamageRand	20	20	atRangeWeaponAttackSpeedBase	24	24										5	45											530	19	570	14150	2315	0	0	0	0	0	0	0							通用	根骨	基础	掉落			暗器袋、暗器囊					2	1	7												17	9072	0	0	0	0	735	6	1	1		0	0	67108863		0	0							1			1	4431283520	8388607
227	含沙射影	10152	　	0	0			0	1	6	14	191	2	487	95		0	1		0		4	atRangeWeaponDamageBase	35	35	atRangeWeaponDamageRand	23	23	atRangeWeaponAttackSpeedBase	24	24										5	45											947	52	271	7515	2369	0	0	0	0	0	0	0							通用	力道	伤害	掉落								2	1	7												17	729	0	0	0	0	735	4	2	1		0	0	67108863		0	0							1			1	545333264	8388607
228	暴雨梨花	10153	　	0	0			0	1	6	14	191	2	487	95		0	1		0		4	atRangeWeaponDamageBase	35	35	atRangeWeaponDamageRand	23	23	atRangeWeaponAttackSpeedBase	24	24										5	45											947	29	102	19243	2369	0	0	0	0	0	0	0							通用	元气	伤害	掉落								2	1	7												17	291	0	0	0	0	735	7	2	1		0	0	67108863		0	0							1			1	2214727685	8388607
229	镶银暗器囊·逢春	10154	　	0	0			0	1	6	10	233	2	436	114		0	1		0		2	atRangeWeaponDamageBase	30	30	atRangeWeaponDamageRand	20	20	atRangeWeaponAttackSpeedBase	24	24										5	52											429	23	570	14189	29397	0	0	0	0	0	0	0							通用	根骨	伤害	掉落			暗器袋、暗器囊	银				2	1	7												17	144	0	0	0	0	735	6	1	0		0	0	67108863		0	1							1			1	4431283520	8388607
230	七步莲华	10155	　	0	0			0	1	6	11	201	3	442	100		0	1		0		3	atRangeWeaponDamageBase	31	31	atRangeWeaponDamageRand	21	21	atRangeWeaponAttackSpeedBase	24	24										0	0											103	106154	0	0	0	0	0	0	0	0	0	0							通用	通用	基础	任务								2	1	7												17	31043	0	0	0	0	735	1	1	1		0	0	67108863		0	1							1			1		8388607
231	镶银暗器囊·阳花	10156	　	0	0			0	1	6	10	245	2	463	120		0	1		0		2	atRangeWeaponDamageBase	32	32	atRangeWeaponDamageRand	21	21	atRangeWeaponAttackSpeedBase	24	24										5	54											947	43	271	7515	2369	0	0	0	0	0	0	0							通用	身法	伤害	掉落			暗器袋、暗器囊	银				2	1	7												17	433	0	0	0	0	735	5	1	0		0	0	67108863		0	1							1			1	1124647040	8388607
232	抛兜·天公	10157	　	0	0			0	1	6	11	257	2	490	125		0	1		0		2	atRangeWeaponDamageBase	34	34	atRangeWeaponDamageRand	22	22	atRangeWeaponAttackSpeedBase	24	24										5	56											388	22	588	19561	2599	0	0	0	0	0	0	0							通用	元气	基础	掉落			抛兜					2	1	7												17	9072	0	0	0	0	735	7	1	1		0	0	67108863		0	1							1			1	2214727685	8388607
