ID	Name	UIID	AttriName	Attribute1ID	Attribute1Value1	Attribute1Value2	Score	DiamondType1	Compare1	DiamondCount1	DiamondIntensity1	Attribute2ID	Attribute2Value1	Attribute2Value2	DiamondType2	Compare2	DiamondCount2	DiamondIntensity2	Attribute3ID	Attribute3Value1	Attribute3Value2	DiamondType3	Compare3	DiamondCount3	DiamondIntensity3	ScriptName	Attribute4ID	Attribute4Value1	Attribute4Value2	RepresentIndex	RepresentID	Time	DestItemSubType	TabType	TabIndex	PackageSize	MapInvalidMask	BelongKungfuID
331	角砾绣（护手）		外功会心值永久提升16点（护手）	atPhysicsCriticalStrike	16	16	13																										10				0	0
332	益元绣（上装）		内力上限永久提升82点（上装）	atMaxManaBase	82	82	13																										2				0	0
333	益元绣（护手）		内力上限永久提升82点（护手）	atMaxManaBase	82	82	13																										10				0	0
334	云锡绣（上装）		破招永久提升16点（上装）	atSurplusValueBase	16	16	13																										2				0	0
335	云英绣（护手）		破招永久提升16点（护手）	atSurplusValueBase	16	16	13																										10				0	0
336	岐黄染（下装）		气血上限永久提升78点（下装）	atMaxLifeBase	78	78	13																										8				0	0
337	岐黄染（腰带）		气血上限永久提升78点（腰带）	atMaxLifeBase	78	78	13																										6				0	0
338	流纹染（下装）		内功破防永久提升16点（下装）	atMagicOvercome	16	16	13																										8				0	0
339	流纹染（腰带）		内功会心永久提升16点（腰带）	atMagicCriticalStrike	16	16	13																										6				0	0
340	角砾染（下装）		外功破防永久提升16点（下装）	atPhysicsOvercomeBase	16	16	13																										8				0	0
341	角砾染（腰带）		外功会心永久提升16点（腰带）	atPhysicsCriticalStrike	16	16	13																										6				0	0
342	益元染（下装）		内力上限永久提升82点（下装）	atMaxManaBase	82	82	13																										8				0	0
343	益元染（腰带）		内力上限永久提升82点（腰带）	atMaxManaBase	82	82	13																										6				0	0
344	云锡染（下装）		破招永久提升14点（下装）	atSurplusValueBase	14	14	12																										8				0	0
345	云英染（腰带）		破招永久提升16点（腰带）	atSurplusValueBase	16	16	13																										6				0	0
346	黑曜绣（上装）		外功攻击永久提升14点（上装）	atPhysicsAttackPowerBase	14	14	27																										2				0	0
347	黑曜绣（护手）		外功攻击永久提升16点（护手）	atPhysicsAttackPowerBase	16	16	31																										10				0	0
348	雨花绣（上装）		内功攻击永久提升14点（上装）	atMagicAttackPowerBase	14	14	23																										2				0	0
349	雨花绣（护手）		内功攻击永久提升16点（护手）	atMagicAttackPowerBase	16	16	26																										10				0	0
350	田黄绣（上装）		治疗量永久提升14点（上装）	atTherapyPowerBase	14	14	25																										2				0	0
351	田黄绣（护手）		治疗量永久提升14点（护手）	atTherapyPowerBase	14	14	25																										10				0	0
352	云英绣（上装）		破招永久提升18点（上装）	atSurplusValueBase	18	18	15																										2				0	0
353	云锡绣（护手）		破招永久提升18点（护手）	atSurplusValueBase	18	18	15																										10				0	0
354	黑曜染（下装）		外功攻击永久提升14点（下装）	atPhysicsAttackPowerBase	14	14	27																										8				0	0
355	黑曜染（腰带）		外功攻击永久提升14点（腰带）	atPhysicsAttackPowerBase	14	14	27																										6				0	0
356	雨花染（下装）		内功攻击永久提升16点（下装）	atMagicAttackPowerBase	16	16	26																										8				0	0
357	雨花染（腰带）		内功攻击永久提升16点（腰带）	atMagicAttackPowerBase	16	16	26																										6				0	0
358	田黄染（下装）		治疗量永久提升14点（下装）	atTherapyPowerBase	14	14	25																										8				0	0
359	田黄染（腰带）		治疗量永久提升14点（腰带）	atTherapyPowerBase	14	14	25																										6				0	0
360	云英染（下装）		破招永久提升18点（下装）	atSurplusValueBase	18	18	15																										8				0	0
361	云锡染（腰带）		破招永久提升18点（腰带）	atSurplusValueBase	18	18	15																										6				0	0
362	青龙绣（上装）		内功攻击永久提升16点（上装）	atMagicAttackPowerBase	16	16	26																										2				0	0
363	青龙绣（护手）		内功攻击永久提升16点（护手）	atMagicAttackPowerBase	16	16	26																										10				0	0
364	白虎绣（上装）		外功攻击永久提升14点(上装)	atPhysicsAttackPowerBase	14	14	27																										2				0	0
365	白虎绣（护手）		外功攻击永久提升14点（护手）	atPhysicsAttackPowerBase	14	14	27																										10				0	0
366	朱雀绣（上装）		治疗量永久提升14点（上装）	atTherapyPowerBase	14	14	25																										2				0	0
367	朱雀绣（护手）		治疗量永久提升14点（护手）	atTherapyPowerBase	14	14	25																										10				0	0
368	鬼虎绣（上装）		御劲值永久提升9点（上衣）	atToughnessBase	9	9	15																										2				0	0
369	鬼虎绣（护手）		化劲值永久提升9点（护手）	atDecriticalDamagePowerBase	9	9	15																										10				0	0
370	青龙染（下装）		内功攻击永久提升16点（下装）	atMagicAttackPowerBase	16	16	26																										8				0	0
371	青龙染（腰带）		内功攻击永久提升16点（腰带）	atMagicAttackPowerBase	16	16	26																										6				0	0
372	白虎染（下装）		外功攻击永久提升14点（下装）	atPhysicsAttackPowerBase	14	14	27																										8				0	0
373	白虎染（腰带）		外功攻击永久提升14点（腰带）	atPhysicsAttackPowerBase	14	14	27																										6				0	0
374	朱雀染（下装）		治疗量永久提升14点（下装）	atTherapyPowerBase	14	14	25																										8				0	0
375	朱雀染（腰带）		治疗量永久提升14点（腰带）	atTherapyPowerBase	14	14	25																										6				0	0
376	鬼虎染（下装）		御劲值永久提升9点（下装）	atToughnessBase	9	9	15																										8				0	0
377	鬼虎染（腰带）		化劲值永久提升9点（腰带）	atDecriticalDamagePowerBase	9	9	15																										6				0	0
378	流纹磨石		内功攻击永久提升12点（武器）	atMagicAttackPowerBase	12	12	20																										0				0	0
379	角砾磨石		武器伤害永久提升4点（武器）	atMeleeWeaponDamageBase	4	4	5																										0				0	0
380	玄武磨石		内功防御永久提升8点（武器）	atMagicShield	8	8	14																										0				0	0
381	花岗磨石		外功防御永久提升8点（武器）	atPhysicsShieldBase	8	8	14																										0				0	0
382	晶凝磨石		外功破防永久提升16点（武器）	atPhysicsOvercomeBase	16	16	14																										0				0	0
383	云英磨石		破招永久提升16点（武器）	atSurplusValueBase	16	16	14																										0				0	0
384	云锡磨石		破招永久提升16点（武器）	atSurplusValueBase	16	16	14																										0				0	0
385	灵璧磨石		招架值永久提升8点（武器）	atParryBase	8	8	14																										0				0	0
386	岐黄甲片（头部）		气血上限永久提升118点（头部）	atMaxLifeBase	118	118	20																										3				0	0
387	岐黄甲片（鞋子）		气血上限永久提升118点（鞋子）	atMaxLifeBase	118	118	20																										9				0	0
388	流纹甲片（头部）		内功破防永久提升16点（头部）	atMagicOvercome	16	16	14																										3				0	0
389	流纹甲片（鞋子）		内功会心永久提升16点（鞋子）	atMagicCriticalStrike	16	16	14																										9				0	0
390	角砾甲片（头部）		外功破防永久提升16点（头部）	atPhysicsOvercomeBase	16	16	14																										3				0	0
391	角砾甲片（鞋子）		外功会心永久提升16点（鞋子）	atPhysicsCriticalStrike	16	16	14																										9				0	0
392	益元甲片（头部）		内力上限永久提升59点（头部）	atMaxManaBase	59	59	10																										3				0	0
393	益元甲片（鞋子）		内力上限永久提升59点（鞋子）	atMaxManaBase	59	59	10																										9				0	0
394	云锡甲片（头部）		破招永久提升16点（头部）	atSurplusValueBase	16	16	14																										3				0	0
395	云英甲片（鞋子）		破招永久提升16点（鞋子）	atSurplusValueBase	16	16	14																										9				0	0
396	雨花磨石		内功攻击永久提升16点（武器）	atMagicAttackPowerBase	16	16	26																										0				0	0
397	黑曜磨石		武器伤害永久提升4点（武器）	atMeleeWeaponDamageBase	4	4	5																										0				0	0
398	燕勒磨石		外功防御永久提升9点（武器）	atPhysicsShieldBase	9	9	15																										0				0	0
399	磷灰磨石		内功防御永久提升9点（武器）	atMagicShield	9	9	15																										0				0	0
400	片麻磨石		增加招架永久提升9点(武器)	atParryBase	9	9	15																										0				0	0
401	田黄磨石		治疗量永久提升14点（武器）	atTherapyPowerBase	14	14	25																										0				0	0
402	黑曜甲片（头部）		外功攻击永久提升13点（头部）	atPhysicsAttackPowerBase	13	13	25																										3				0	0
403	黑曜甲片（鞋子）		外功攻击永久提升13点（鞋子）	atPhysicsAttackPowerBase	13	13	25																										9				0	0
404	雨花甲片（头部）		内功攻击永久提升18点（头部）	atMagicAttackPowerBase	18	18	30																										3				0	0
405	雨花甲片（鞋子）		内功攻击永久提升18点（鞋子）	atMagicAttackPowerBase	18	18	30																										9				0	0
406	田黄甲片（头部）		治疗量永久提升14点（头部）	atTherapyPowerBase	14	14	25																										3				0	0
407	田黄甲片（鞋子）		治疗量永久提升14点（鞋子）	atTherapyPowerBase	14	14	25																										9				0	0
408	云英甲片（头部）		破招永久提升18点（头部）	atSurplusValueBase	18	18	15																										3				0	0
409	云锡甲片（鞋子）		破招永久提升18点（鞋子）	atSurplusValueBase	18	18	15																										9				0	0
410	瀑沙熔锭		武器临时伤害提升4点（武器）	atMeleeWeaponDamageBase	4	4	5																									1800	0				3	0
411	坠宵熔锭		内功临时攻击提升16点（武器）	atMagicAttackPowerBase	16	16	26																									1800	0				3	0
412	絮泊熔锭		治疗量临时提升14点（武器）	atTherapyPowerBase	14	14	25																									1800	0				3	0
413	巨灵熔锭		仇恨临时提升3%（武器）	atActiveThreatCoefficient	0	31	35																									1800	0				3	0
414	青龙磨石		内功攻击永久提升16点（武器）	atMagicAttackPowerBase	16	16	26																										0				0	0
415	白虎磨石		武器伤害永久提升4点（武器）	atMeleeWeaponDamageBase	4	4	5																										0				0	0
416	燧棱磨石		仇恨永久提升3%（武器）	atActiveThreatCoefficient	0	31	35																										0				0	0
417	天罡磨石		气血上限永久提升132点（武器）	atMaxLifeBase	132	132	23																										0				0	0
418	辉玉磨石		招架值永久提升9点（武器）	atParryBase	9	9	15																										0				0	0
419	朱雀磨石		治疗量永久提升14点（武器）	atTherapyPowerBase	14	14	25																										0				0	0
420	龙血磨石		吸血值永久提升21点（武器）	atDamageToLifeForSelf	21	21	400																										0				0	0
421	鬼虎磨石		御劲值永久提升9点（武器）	atToughnessBase	9	9	15																										0				0	0
422	青龙甲片（头部）		内功攻击永久提升16点（头部）	atMagicAttackPowerBase	16	16	26																										3				0	0
423	青龙甲片（鞋子）		内功攻击永久提升16点（鞋子）	atMagicAttackPowerBase	16	16	26																										9				0	0
424	白虎甲片（头部）		外功攻击永久提升13点（头部）	atPhysicsAttackPowerBase	13	13	25																										3				0	0
425	白虎甲片（鞋子）		外功永久提升13点（鞋子）	atPhysicsAttackPowerBase	13	13	25																										9				0	0
426	朱雀甲片（头部）		治疗量永久提升14点（头部）	atTherapyPowerBase	14	14	25																										3				0	0
427	朱雀甲片（鞋子）		治疗量永久提升14点（鞋子）	atTherapyPowerBase	14	14	25																										9				0	0
428	鬼虎甲片（头部）		御劲值永久提升9点（头部）	atToughnessBase	9	9	15																										3				0	0
