ID	Value	ModifyType	Param1Min	Param1Max	Param2Min	Param2Max	Group1	Group2	Group3	Group4	Group5	Group6	Group7	Group8	Group9	Group10
788		atPhysicsHitValue	83	83												
789		atTherapyPowerBase	68	68												
790		atSolarCriticalStrike	91	91												
791		atPhysicsShieldBase	224	224												
792		atNeutralHitValue	84	84												
793		atPhysicsShieldBase	112	112												
794		atMaxLifeAdditional	114	114												
795		atPhysicsCriticalStrike	163	163												
796		atMaxManaAdditional	39	39												
797		atSolarAttackPowerBase	17	17												
798		atSolarCriticalStrike	46	46												
799		atPhysicsShieldBase	228	228												
800		atDodge	54	54												
801		atPhysicsCriticalStrike	83	83												
802		atMaxManaAdditional	71	71												
803		atSpiritBase	60	60												
804		atNeutralHitValue	29	29												
805		atTherapyPowerBase	24	24												
806		atMaxLifeAdditional	75	75												
807		atTherapyPowerBase	72	72												
808		atMaxManaAdditional	74	74												
809		atNeutralCriticalStrike	48	48												
810		atMaxLifeAdditional	153	153												
811		atTherapyPowerBase	147	147												
812		atTherapyPowerBase	74	74												
813		atPhysicsCriticalStrike	49	49												
814		atNeutralAttackPowerBase	18	18												
815		atNeutralHitValue	45	45												
816		atMaxLifeAdditional	156	156												
817		atTherapyPowerBase	150	150												
818		atMaxManaAdditional	169	169												
819		atTherapyPowerBase	75	75												
820		atNeutralAttackPowerBase	19	19												
821		atNeutralCriticalStrike	146	146												
822		atPhysicsCriticalStrike	74	74												
823		atPhysicsCriticalStrike	212	212												
824		atMaxManaAdditional	181	181												
825		atMaxManaAdditional	81	81												
826		atMagicAttackPowerBase	40	40												
827		atPhysicsCriticalStrike	106	106												
828		atMaxManaAdditional	90	90												
829		atMaxManaAdditional	60	60												
830		atNeutralCriticalStrike	95	95												
831		atPhysicsCriticalStrike	151	151												
832		atMaxManaAdditional	128	128												
833		atTherapyPowerBase	130	130												
834		atPhysicsCriticalStrike	76	76												
835		atTherapyPowerBase	115	115												
836		atMaxManaAdditional	75	75												
837		atPhysicsAttackPowerBase	46	46												
838		atTherapyPowerBase	165	165												
839		atPhysicsCriticalStrike	197	197												
840		atMaxManaAdditional	168	168												
841		atTherapyPowerBase	148	148												
842		atPhysicsCriticalStrike	109	109												
843		atTherapyPowerBase	82	82												
844		atTherapyPowerBase	132	132												
845		atTherapyPowerBase	49	49												
846		atPhysicsCriticalStrike	98	98												
847		atMaxManaAdditional	84	84												
848		atNeutralCriticalStrike	36	36												
849		atNeutralAttackPowerBase	14	14												
850		atMagicAttackPowerBase	59	59												
851		atMagicAttackPowerBase	67	67												
852		atSpiritBase	57	57												
853		atPhysicsCriticalStrike	222	222												
854		atMagicAttackPowerBase	42	42												
855		atTherapyPowerBase	167	167												
856		atPhysicsCriticalStrike	200	200												
857		atMagicAttackPowerBase	75	75												
858		atTherapyPowerBase	151	151												
859		atTherapyPowerBase	134	134												
860		atNeutralHitValue	103	103												
861		atNeutralAttackPowerBase	25	25												
862		atPhysicsCriticalStrike	100	100												
863		atNeutralHitValue	93	93												
864		atTherapyPowerBase	42	42												
865		atNeutralCriticalStrike	55	55												
866		atTherapyPowerBase	119	119												
867		atTherapyPowerBase	170	170												
868		atTherapyPowerBase	153	153												
869		atNeutralCriticalStrike	75	75												
870		atMaxManaAdditional	58	58												
871		atTherapyPowerBase	76	76												
872		atNeutralHitValue	94	94												
873		atTherapyPowerBase	121	121												
874		atTherapyPowerBase	172	172												
875		atTherapyPowerBase	86	86												
876		atNeutralHitValue	106	106												
877		atNeutralCriticalStrike	103	103												
878		atNeutralHitValue	95	95												
879		atTherapyPowerBase	178	178												
880		atTherapyPowerBase	183	183												
881		atTherapyPowerBase	185	185												
882		atTherapyPowerBase	190	190												
883		atTherapyPowerBase	171	171												
884		atTherapyPowerBase	95	95												
885		atTherapyPowerBase	174	174												
886		atTherapyPowerBase	96	96												
887		atTherapyPowerBase	195	195												
888		atTherapyPowerBase	176	176												
889		atTherapyPowerBase	98	98												
890		atSpiritBase	46	46												
891		atTherapyPowerBase	198	198												
892		atMagicAttackPowerBase	54	54												
893		atMagicAttackPowerBase	55	55												
894		atMaxManaAdditional	111	111												
895		atMaxManaAdditional	114	114												
896		atTherapyPowerBase	89	89												
897		atMaxManaAdditional	32	32												
898		atPhysicsCriticalStrike	81	81												
899		atPhysicsShieldBase	399	399												
900		atMaxManaAdditional	124	124												
901		atPhysicsShieldBase	359	359												
902		atTherapyPowerBase	61	61												
903		atPhysicsCriticalStrike	40	40												
904		atPhysicsCriticalStrike	73	73												
905		atMagicAttackPowerBase	63	63												
906		atTherapyPowerBase	127	127												
907		atTherapyPowerBase	63	63												
908		atDodge	83	83												
909		atNeutralAttackPowerBase	53	53												
910		atSolarAttackPowerBase	53	53												
911		atNeutralAttackPowerBase	27	27												
912		atNeutralCriticalStrike	71	71												
913		atPhysicsShieldBase	499	499												
914		atNeutralCriticalStrike	101	101												
915		atNeutralAttackPowerBase	38	38												
916		atSolarAttackPowerBase	76	76												
917		atNeutralCriticalStrike	202	202												
918		atPhysicsAttackPowerBase	38	38												
919		atTherapyPowerBase	137	137												
920		atSolarAttackPowerBase	69	69												
921		atPhysicsAttackPowerBase	19	19												
922		atNeutralCriticalStrike	182	182												
923		atSolarCriticalStrike	101	101												
924		atMaxManaAdditional	64	64												
925		atPhysicsCriticalStrike	172	172												
926		atTherapyPowerBase	126	126												
927		atDodge	56	56												
928		atPhysicsShieldBase	197	197												
929		atDodge	47	47												
930		atDodge	63	63												
931		atPhysicsShieldBase	266	266												
932		atMaxLifeAdditional	31	31												
933		atPhysicsShieldBase	98	98												
934		atDodge	53	53												
935		atMaxLifeAdditional	70	70												
936		atTherapyPowerBase	154	154												
937		atPhysicsCriticalStrike	102	102												
938		atMaxManaAdditional	65	65												
939		atPhysicsCriticalStrike	115	115												
940		atMaxLifeAdditional	50	50												
941		atTherapyPowerBase	144	144												
942		atMaxLifeAdditional	86	86												
943		atMaxLifeAdditional	57	57												
944		atDodge	80	80												
945		atStrengthBase	47	47												
946		atSpiritBase	51	51												
947		atVitalityBase	63	63												
948		atMaxLifeAdditional	96	96												
949		atStrengthBase	77	77												
950		atAgilityBase	52	52												
951		atPhysicsAttackPowerBase	26	26												
952		atDodge	27	27												
953		atPhysicsShieldBase	168	168												
954		atParryValueBase	23	23												
955		atPhysicsHitValue	34	34												
956		atDodge	13	13												
957		atNeutralCriticalStrike	54	54												
958		atPhysicsShieldBase	132	132												
959		atMaxLifeAdditional	41	41												
960		atTherapyPowerBase	55	55												
961		atMaxManaAdditional	121	121												
962		atDodge	68	68												
963		atTherapyPowerBase	112	112												
964		atMagicAttackPowerBase	72	72												
965		atPhysicsCriticalStrike	156	156												
966		atSpiritBase	62	62												
967		atStrengthBase	53	53												
968		atPhysicsAttackPowerBase	36	36												
969		atVitalityBase	69	69												
970		atMaxLifeAdditional	152	152												
971		atVitalityBase	64	64												
972		atPhysicsHitValue	75	75												
973		atPhysicsShieldBase	179	179												
974		atNeutralCriticalStrike	72	72												
975		atNeutralCriticalStrike	40	40												
976		atSolarCriticalStrike	103	103												
977		atNeutralAttackPowerBase	77	77												
978		atPhysicsCriticalStrike	92	92												
979		atDodge	109	109												
980		atMaxManaAdditional	157	157												
981		atSolarAttackPowerBase	70	70												
982		atNeutralAttackPowerBase	70	70												
983		atPhysicsShieldBase	127	127												
984		atNeutralHitValue	48	48												
985		atPhysicsShieldBase	384	384												
986		atMaxManaAdditional	151	151												
987		atPhysicsCriticalStrike	78	78												
988		atPhysicsShieldBase	137	137												
989		atManaReplenishExt	7	7												
990		atMaxManaAdditional	183	183												
991		atStrengthBase	60	60												
992		atPhysicsShieldBase	190	190												
993		atNeutralCriticalStrike	77	77												
994		atSolarCriticalStrike	69	69												
995		atTherapyPowerBase	52	52												
996		atPhysicsCriticalStrike	132	132												
997		atDodge	78	78												
998		atPhysicsShieldBase	118	118												
999		atDodge	95	95												
1000		atPhysicsCriticalStrike	188	188												
1001		atTherapyPowerBase	141	141												
1002		atPhysicsShieldBase	464	464												
1003		atTherapyPowerBase	80	80												
1004		atDodge	62	62												
1005		atParryValueBase	40	40												
1006		atParryBase	22	22												
1007		atPhysicsHitValue	52	52												
1008		atParryBase	14	14												
1009		atParryBase	30	30												
1010		atParryBase	25	25												
1011		atParryValueBase	26	26												
1012		atParryBase	17	17												
1013		atPhysicsCriticalStrike	57	57												
1014		atParryBase	15	15												
1015		atDodge	22	22												
1016		atParryBase	24	24												
1017		atPhysicsShieldBase	97	97												
1018		atPhysicsHitValue	37	37												
1019		atParryValueBase	38	38												
1020		atStrengthBase	51	51												
1021		atParryBase	34	34												
1022		atParryValueBase	53	53												
1023		atPhysicsCriticalStrike	120	120												
1024		atPhysicsShieldBase	212	212												
1025		atPhysicsHitValue	79	79												
1026		atParryValueBase	37	37												
1027		atDodge	52	52												
1028		atPhysicsShieldBase	110	110												
1029		atDodge	18	18												
1030		atMaxLifeAdditional	24	24												
1031		atPhysicsShieldBase	75	75												
1032		atPhysicsShieldBase	76	76												
1033		atPhysicsShieldBase	372	372												
1034		atPhysicsShieldBase	189	189												
1035		atDodge	46	46												
1036		atMaxLifeAdditional	125	125												
1037		atDodge	41	41												
1038		atDodge	45	45												
1039		atDodge	103	103												
1040		atMaxLifeAdditional	172	172												
1041		atDodge	92	92												
1042		atPhysicsCriticalStrike	178	178												
1043		atPhysicsShieldBase	219	219												
1044		atDodge	65	65												
1045		atMaxLifeAdditional	62	62												
1046		atPhysicsShieldBase	195	195												
1047		atPhysicsShieldBase	223	223												
1048		atPhysicsShieldBase	557	557												
1049		atPhysicsShieldBase	139	139												
1050		atPhysicsCriticalStrike	53	53												
1051		atParryBase	21	21												
1052		atParryValueBase	33	33												
1053		atParryBase	37	37												
1054		atPhysicsShieldBase	278	278												
1055		atPhysicsShieldBase	93	93												
1056		atParryValueBase	24	24												
1057		atPhysicsShieldBase	396	396												
1058		atPhysicsShieldBase	283	283												
1059		atDodge	67	67												
1060		atPhysicsShieldBase	198	198												
1061		atPhysicsShieldBase	151	151												
1062		atParryBase	47	47												
1063		atPhysicsShieldBase	141	141												
1064		atDodge	48	48												
1065		atParryBase	33	33												
1066		atPhysicsShieldBase	229	229												
1067		atPhysicsShieldBase	153	153												
1068		atParryValueBase	39	39												
1069		atPhysicsHitValue	108	108												
1070		atPhysicsShieldBase	143	143												
1071		atDodge	49	49												
1072		atPhysicsShieldBase	204	204												
1073		atPhysicsHitValue	76	76												
